"miR" "adipose.tissue" "sample_num"
"1337" "hsa-miR-4781-3p" 40 200
"1338" "hsa-miR-4781-5p" 0 200
"1339" "hsa-miR-4782-3p" 0 200
"1340" "hsa-miR-4782-5p" 0 200
"1341" "hsa-miR-4783-3p" 0 200
"1342" "hsa-miR-4783-5p" 0 200
"1343" "hsa-miR-4784" 0 200
"1344" "hsa-miR-4785" 0 200
"1345" "hsa-miR-4786-3p" 0 200
"1346" "hsa-miR-4786-5p" 0 200
"1347" "hsa-miR-4787-3p" 0 200
"1348" "hsa-miR-4787-5p" 0 200
"1349" "hsa-miR-4788" 0 200
"1350" "hsa-miR-4789-3p" 0 200
"1351" "hsa-miR-4789-5p" 0 200
"1352" "hsa-miR-4790-3p" 0 200
"1353" "hsa-miR-4790-5p" 0 200
"1354" "hsa-miR-4791" 0 200
"1355" "hsa-miR-4792" 1 200
"1356" "hsa-miR-4793-3p" 0 200
"1357" "hsa-miR-4793-5p" 0 200
"1358" "hsa-miR-4794" 0 200
"1359" "hsa-miR-4795-3p" 0 200
"1360" "hsa-miR-4795-5p" 0 200
"1361" "hsa-miR-4796-3p" 0 200
"1362" "hsa-miR-4796-5p" 0 200
"1363" "hsa-miR-4797-3p" 1 200
"1364" "hsa-miR-4797-5p" 0 200
"1365" "hsa-miR-4798-3p" 0 200
"1366" "hsa-miR-4798-5p" 0 200
"1367" "hsa-miR-4799-3p" 0 200
"1368" "hsa-miR-4799-5p" 0 200
"1369" "hsa-miR-4800-3p" 3 200
"1370" "hsa-miR-4800-5p" 0 200
"1371" "hsa-miR-4801" 0 200
"1372" "hsa-miR-4802-3p" 0 200
"1373" "hsa-miR-4802-5p" 0 200
"1374" "hsa-miR-4803" 0 200
"1375" "hsa-miR-4804-3p" 0 200
"1376" "hsa-miR-4804-5p" 0 200
"1377" "hsa-miR-483-3p" 45 200
"1378" "hsa-miR-483-5p" 74 200
"1379" "hsa-miR-484" 67 200
"1380" "hsa-miR-485-3p" 42 200
"1381" "hsa-miR-485-5p" 71 200
"1382" "hsa-miR-486-3p" 61 200
"1383" "hsa-miR-486-5p" 55 200
"1384" "hsa-miR-487a" 20 200
"1385" "hsa-miR-487b" 49 200
"1386" "hsa-miR-488-3p" 0 200
"1387" "hsa-miR-488-5p" 0 200
"1388" "hsa-miR-489" 74 200
"1389" "hsa-miR-490-3p" 2 200
"1390" "hsa-miR-490-5p" 0 200
"1391" "hsa-miR-491-3p" 0 200
"1392" "hsa-miR-491-5p" 5 200
"1393" "hsa-miR-492" 0 200
"1394" "hsa-miR-493-3p" 12 200
"1395" "hsa-miR-493-5p" 45 200
"1396" "hsa-miR-494" 21 200
"1397" "hsa-miR-495" 28 200
"1398" "hsa-miR-496" 6 200
"1399" "hsa-miR-497-3p" 38 200
"1400" "hsa-miR-497-5p" 27 200
"1401" "hsa-miR-498" 1 200
"1402" "hsa-miR-4999-3p" 0 200
"1403" "hsa-miR-4999-5p" 11 200
"1404" "hsa-miR-499a-3p" 0 200
"1405" "hsa-miR-499a-5p" 70 200
"1406" "hsa-miR-499b-3p" 0 200
"1407" "hsa-miR-499b-5p" 0 200
"1408" "hsa-miR-5000-3p" 37 200
"1409" "hsa-miR-5000-5p" 0 200
"1410" "hsa-miR-5001-3p" 43 200
"1411" "hsa-miR-5001-5p" 0 200
"1412" "hsa-miR-5002-3p" 0 200
"1413" "hsa-miR-5002-5p" 3 200
"1414" "hsa-miR-5003-3p" 1 200
"1415" "hsa-miR-5003-5p" 0 200
"1416" "hsa-miR-5004-3p" 0 200
"1417" "hsa-miR-5004-5p" 0 200
"1418" "hsa-miR-5006-3p" 1 200
"1419" "hsa-miR-5006-5p" 0 200
"1420" "hsa-miR-5007-3p" 0 200
"1421" "hsa-miR-5007-5p" 0 200
"1422" "hsa-miR-5008-3p" 0 200
"1423" "hsa-miR-5008-5p" 0 200
"1424" "hsa-miR-5009-3p" 0 200
"1425" "hsa-miR-5009-5p" 0 200
"1426" "hsa-miR-500a-3p" 77 200
"1427" "hsa-miR-500a-5p" 39 200
"1428" "hsa-miR-500b" 38 200
"1429" "hsa-miR-5010-3p" 63 200
"1430" "hsa-miR-5010-5p" 15 200
"1431" "hsa-miR-5011-3p" 0 200
"1432" "hsa-miR-5011-5p" 0 200
"1433" "hsa-miR-501-3p" 67 200
"1434" "hsa-miR-501-5p" 56 200
"1435" "hsa-miR-502-3p" 80 200
"1436" "hsa-miR-502-5p" 42 200
"1437" "hsa-miR-503" 35 200
"1438" "hsa-miR-504" 42 200
"1439" "hsa-miR-5047" 0 200
"1440" "hsa-miR-505-3p" 41 200
"1441" "hsa-miR-505-5p" 20 200
"1442" "hsa-miR-506-3p" 0 200
"1443" "hsa-miR-506-5p" 0 200
"1444" "hsa-miR-507" 0 200
"1445" "hsa-miR-508-3p" 0 200
"1446" "hsa-miR-508-5p" 0 200
"1447" "hsa-miR-5087" 0 200
"1448" "hsa-miR-5088" 0 200
"1449" "hsa-miR-5089" 0 200
"1450" "hsa-miR-5090" 0 200
"1451" "hsa-miR-5091" 0 200
"1452" "hsa-miR-5092" 0 200
"1453" "hsa-miR-5093" 0 200
"1454" "hsa-miR-509-3-5p" 0 200
"1455" "hsa-miR-509-3p" 1 200
"1456" "hsa-miR-5094" 18 200
"1457" "hsa-miR-5095" 3 200
"1458" "hsa-miR-509-5p" 0 200
"1459" "hsa-miR-5096" 18 200
"1460" "hsa-miR-510" 0 200
"1461" "hsa-miR-5100" 0 200
"1462" "hsa-miR-511" 65 200
"1463" "hsa-miR-512-3p" 63 200
"1464" "hsa-miR-512-5p" 0 200
"1465" "hsa-miR-513a-3p" 0 200
"1466" "hsa-miR-513a-5p" 0 200
"1467" "hsa-miR-513b" 0 200
"1468" "hsa-miR-513c-3p" 0 200
"1469" "hsa-miR-513c-5p" 0 200
"1470" "hsa-miR-514a-3p" 1 200
"1471" "hsa-miR-514a-5p" 0 200
"1472" "hsa-miR-514b-3p" 0 200
"1473" "hsa-miR-514b-5p" 0 200
"1474" "hsa-miR-515-3p" 0 200
"1475" "hsa-miR-515-5p" 26 200
"1476" "hsa-miR-516a-3p" 1 200
"1477" "hsa-miR-516a-5p" 56 200
"1478" "hsa-miR-516b-3p" 1 200
"1479" "hsa-miR-516b-5p" 65 200
"1480" "hsa-miR-517-5p" 7 200
"1481" "hsa-miR-517a-3p" 15 200
"1482" "hsa-miR-517b-3p" 15 200
"1483" "hsa-miR-517c-3p" 5 200
"1484" "hsa-miR-5186" 0 200
"1485" "hsa-miR-5187-3p" 0 200
"1486" "hsa-miR-5187-5p" 0 200
"1487" "hsa-miR-5188" 0 200
"1488" "hsa-miR-5189" 34 200
"1489" "hsa-miR-518a-3p" 14 200
"1490" "hsa-miR-518a-5p" 3 200
"1491" "hsa-miR-518b" 55 200
"1492" "hsa-miR-518c-3p" 17 200
"1493" "hsa-miR-518c-5p" 2 200
"1494" "hsa-miR-518d-3p" 2 200
"1495" "hsa-miR-518d-5p" 1 200
"1496" "hsa-miR-518e-3p" 15 200
"1497" "hsa-miR-518e-5p" 0 200
"1498" "hsa-miR-518f-3p" 19 200
"1499" "hsa-miR-518f-5p" 1 200
"1500" "hsa-miR-5190" 0 200
"1501" "hsa-miR-5191" 0 200
"1502" "hsa-miR-5192" 0 200
"1503" "hsa-miR-5193" 0 200
"1504" "hsa-miR-5194" 0 200
"1505" "hsa-miR-5195-3p" 0 200
"1506" "hsa-miR-5195-5p" 0 200
"1507" "hsa-miR-5196-3p" 0 200
"1508" "hsa-miR-5196-5p" 0 200
"1509" "hsa-miR-5197-3p" 0 200
"1510" "hsa-miR-5197-5p" 0 200
"1511" "hsa-miR-519a-3p" 5 200
"1512" "hsa-miR-519a-5p" 3 200
"1513" "hsa-miR-519b-3p" 2 200
"1514" "hsa-miR-519b-5p" 0 200
"1515" "hsa-miR-519c-3p" 37 200
"1516" "hsa-miR-519c-5p" 0 200
"1517" "hsa-miR-519d" 4 200
"1518" "hsa-miR-519e-3p" 0 200
"1519" "hsa-miR-519e-5p" 0 200
"1520" "hsa-miR-520a-3p" 46 200
"1521" "hsa-miR-520a-5p" 3 200
"1522" "hsa-miR-520b" 7 200
"1523" "hsa-miR-520c-3p" 7 200
"1524" "hsa-miR-520c-5p" 1 200
"1525" "hsa-miR-520d-3p" 7 200
"1526" "hsa-miR-520d-5p" 1 200
"1527" "hsa-miR-520e" 1 200
"1528" "hsa-miR-520f" 21 200
"1529" "hsa-miR-520g" 8 200
"1530" "hsa-miR-520h" 2 200
"1531" "hsa-miR-521" 1 200
"1532" "hsa-miR-522-3p" 4 200
"1533" "hsa-miR-522-5p" 0 200
"1534" "hsa-miR-523-3p" 15 200
"1535" "hsa-miR-523-5p" 0 200
"1536" "hsa-miR-524-3p" 1 200
"1537" "hsa-miR-524-5p" 0 200
"1538" "hsa-miR-525-3p" 1 200
"1539" "hsa-miR-525-5p" 4 200
"1540" "hsa-miR-526a" 1 200
"1541" "hsa-miR-526b-3p" 1 200
"1542" "hsa-miR-526b-5p" 10 200
"1543" "hsa-miR-527" 0 200
"1544" "hsa-miR-532-3p" 52 200
"1545" "hsa-miR-532-5p" 65 200
"1546" "hsa-miR-539-3p" 53 200
"1547" "hsa-miR-539-5p" 3 200
"1548" "hsa-miR-541-3p" 0 200
"1549" "hsa-miR-541-5p" 0 200
"1550" "hsa-miR-542-3p" 38 200
"1551" "hsa-miR-542-5p" 32 200
"1552" "hsa-miR-543" 22 200
"1553" "hsa-miR-544a" 0 200
"1554" "hsa-miR-544b" 0 200
"1555" "hsa-miR-545-3p" 5 200
"1556" "hsa-miR-545-5p" 31 200
"1557" "hsa-miR-548a-3p" 0 200
"1558" "hsa-miR-548a-5p" 0 200
"1559" "hsa-miR-548aa" 0 200
"1560" "hsa-miR-548ab" 0 200
"1561" "hsa-miR-548ac" 3 200
"1562" "hsa-miR-548ad" 0 200
"1563" "hsa-miR-548ae" 0 200
"1564" "hsa-miR-548ag" 0 200
"1565" "hsa-miR-548ah-3p" 0 200
"1566" "hsa-miR-548ah-5p" 0 200
"1567" "hsa-miR-548ai" 0 200
"1568" "hsa-miR-548aj-3p" 0 200
"1569" "hsa-miR-548aj-5p" 0 200
"1570" "hsa-miR-548ak" 0 200
"1571" "hsa-miR-548al" 29 200
"1572" "hsa-miR-548am-3p" 0 200
"1573" "hsa-miR-548am-5p" 0 200
"1574" "hsa-miR-548an" 0 200
"1575" "hsa-miR-548ao-3p" 0 200
"1576" "hsa-miR-548ao-5p" 0 200
"1577" "hsa-miR-548ap-3p" 0 200
"1578" "hsa-miR-548ap-5p" 0 200
"1579" "hsa-miR-548aq-3p" 0 200
"1580" "hsa-miR-548aq-5p" 0 200
"1581" "hsa-miR-548ar-3p" 2 200
"1582" "hsa-miR-548ar-5p" 0 200
"1583" "hsa-miR-548as-3p" 0 200
"1584" "hsa-miR-548as-5p" 0 200
"1585" "hsa-miR-548at-3p" 0 200
"1586" "hsa-miR-548at-5p" 18 200
"1587" "hsa-miR-548au-3p" 0 200
"1588" "hsa-miR-548au-5p" 0 200
"1589" "hsa-miR-548av-3p" 0 200
"1590" "hsa-miR-548av-5p" 0 200
"1591" "hsa-miR-548aw" 4 200
"1592" "hsa-miR-548ax" 1 200
"1593" "hsa-miR-548b-3p" 7 200
"1594" "hsa-miR-548b-5p" 0 200
"1595" "hsa-miR-548c-3p" 0 200
"1596" "hsa-miR-548c-5p" 0 200
"1597" "hsa-miR-548d-3p" 6 200
"1598" "hsa-miR-548d-5p" 0 200
"1599" "hsa-miR-548e" 56 200
"1600" "hsa-miR-548f" 0 200
"1601" "hsa-miR-548g-3p" 0 200
"1602" "hsa-miR-548g-5p" 0 200
"1603" "hsa-miR-548h-3p" 0 200
"1604" "hsa-miR-548h-5p" 0 200
"1605" "hsa-miR-548i" 0 200
"1606" "hsa-miR-548j" 15 200
"1607" "hsa-miR-548k" 67 200
"1608" "hsa-miR-548l" 18 200
"1609" "hsa-miR-548m" 0 200
"1610" "hsa-miR-548n" 3 200
"1611" "hsa-miR-548o-3p" 60 200
"1612" "hsa-miR-548o-5p" 0 200
"1613" "hsa-miR-548p" 0 200
"1614" "hsa-miR-548q" 0 200
"1615" "hsa-miR-548s" 1 200
"1616" "hsa-miR-548t-3p" 0 200
"1617" "hsa-miR-548t-5p" 0 200
"1618" "hsa-miR-548u" 1 200
"1619" "hsa-miR-548v" 0 200
"1620" "hsa-miR-548w" 0 200
"1621" "hsa-miR-548x-3p" 0 200
"1622" "hsa-miR-548x-5p" 0 200
"1623" "hsa-miR-548y" 0 200
"1624" "hsa-miR-548z" 0 200
"1625" "hsa-miR-549" 0 200
"1626" "hsa-miR-550a-3-5p" 10 200
"1627" "hsa-miR-550a-3p" 55 200
"1628" "hsa-miR-550a-5p" 45 200
"1629" "hsa-miR-550b-2-5p" 0 200
"1630" "hsa-miR-550b-3p" 0 200
"1631" "hsa-miR-551a" 0 200
"1632" "hsa-miR-551b-3p" 74 200
"1633" "hsa-miR-551b-5p" 0 200
"1634" "hsa-miR-552" 0 200
"1635" "hsa-miR-553" 0 200
"1636" "hsa-miR-554" 0 200
"1637" "hsa-miR-555" 0 200
"1638" "hsa-miR-556-3p" 3 200
"1639" "hsa-miR-556-5p" 12 200
"1640" "hsa-miR-557" 0 200
"1641" "hsa-miR-5571-3p" 0 200
"1642" "hsa-miR-5571-5p" 0 200
"1643" "hsa-miR-5572" 0 200
"1644" "hsa-miR-5579-3p" 0 200
"1645" "hsa-miR-5579-5p" 0 200
"1646" "hsa-miR-558" 0 200
"1647" "hsa-miR-5580-3p" 0 200
"1648" "hsa-miR-5580-5p" 0 200
"1649" "hsa-miR-5581-3p" 2 200
"1650" "hsa-miR-5581-5p" 0 200
"1651" "hsa-miR-5582-3p" 0 200
"1652" "hsa-miR-5582-5p" 0 200
"1653" "hsa-miR-5583-3p" 1 200
"1654" "hsa-miR-5583-5p" 0 200
"1655" "hsa-miR-5584-3p" 0 200
"1656" "hsa-miR-5584-5p" 0 200
"1657" "hsa-miR-5585-3p" 1 200
"1658" "hsa-miR-5585-5p" 0 200
"1659" "hsa-miR-5586-3p" 0 200
"1660" "hsa-miR-5586-5p" 0 200
"1661" "hsa-miR-5587-3p" 0 200
"1662" "hsa-miR-5587-5p" 0 200
"1663" "hsa-miR-5588-3p" 0 200
"1664" "hsa-miR-5588-5p" 1 200
"1665" "hsa-miR-5589-3p" 0 200
"1666" "hsa-miR-5589-5p" 0 200
"1667" "hsa-miR-559" 0 200
"1668" "hsa-miR-5590-3p" 0 200
"1669" "hsa-miR-5590-5p" 0 200
"1670" "hsa-miR-5591-3p" 0 200
"1671" "hsa-miR-5591-5p" 0 200
"1672" "hsa-miR-561-3p" 0 200
"1673" "hsa-miR-561-5p" 75 200
"1674" "hsa-miR-562" 0 200
"1675" "hsa-miR-563" 0 200
"1676" "hsa-miR-564" 0 200
"1677" "hsa-miR-566" 0 200
"1678" "hsa-miR-567" 0 200
"1679" "hsa-miR-568" 0 200
"1680" "hsa-miR-5680" 0 200
"1681" "hsa-miR-5681a" 0 200
"1682" "hsa-miR-5681b" 0 200
"1683" "hsa-miR-5682" 0 200
"1684" "hsa-miR-5683" 57 200
"1685" "hsa-miR-5684" 0 200
"1686" "hsa-miR-5685" 0 200
"1687" "hsa-miR-5686" 0 200
"1688" "hsa-miR-5687" 0 200
"1689" "hsa-miR-5688" 0 200
"1690" "hsa-miR-5689" 0 200
"1691" "hsa-miR-569" 0 200
"1692" "hsa-miR-5690" 59 200
"1693" "hsa-miR-5691" 0 200
"1694" "hsa-miR-5692a" 0 200
"1695" "hsa-miR-5692b" 0 200
"1696" "hsa-miR-5692c" 0 200
"1697" "hsa-miR-5693" 0 200
"1698" "hsa-miR-5694" 0 200
"1699" "hsa-miR-5695" 32 200
"1700" "hsa-miR-5696" 1 200
"1701" "hsa-miR-5697" 0 200
"1702" "hsa-miR-5698" 0 200
"1703" "hsa-miR-5699" 0 200
"1704" "hsa-miR-5700" 0 200
"1705" "hsa-miR-5701" 31 200
"1706" "hsa-miR-5702" 0 200
"1707" "hsa-miR-5703" 0 200
"1708" "hsa-miR-570-3p" 9 200
"1709" "hsa-miR-5704" 0 200
"1710" "hsa-miR-5705" 0 200
"1711" "hsa-miR-570-5p" 0 200
"1712" "hsa-miR-5706" 4 200
"1713" "hsa-miR-5707" 0 200
"1714" "hsa-miR-5708" 0 200
"1715" "hsa-miR-571" 0 200
"1716" "hsa-miR-572" 0 200
"1717" "hsa-miR-573" 0 200
"1718" "hsa-miR-574-3p" 36 200
"1719" "hsa-miR-574-5p" 1 200
"1720" "hsa-miR-575" 0 200
"1721" "hsa-miR-576-3p" 0 200
"1722" "hsa-miR-576-5p" 54 200
"1723" "hsa-miR-577" 4 200
"1724" "hsa-miR-578" 0 200
"1725" "hsa-miR-579" 0 200
"1726" "hsa-miR-580" 43 200
"1727" "hsa-miR-581" 0 200
"1728" "hsa-miR-582-3p" 35 200
"1729" "hsa-miR-582-5p" 73 200
"1730" "hsa-miR-583" 0 200
"1731" "hsa-miR-584-3p" 14 200
"1732" "hsa-miR-584-5p" 59 200
"1733" "hsa-miR-585" 60 200
"1734" "hsa-miR-586" 0 200
"1735" "hsa-miR-587" 0 200
"1736" "hsa-miR-588" 0 200
"1737" "hsa-miR-589-3p" 59 200
"1738" "hsa-miR-589-5p" 42 200
"1739" "hsa-miR-590-3p" 61 200
"1740" "hsa-miR-590-5p" 15 200
"1741" "hsa-miR-591" 0 200
"1742" "hsa-miR-592" 0 200
"1743" "hsa-miR-593-3p" 0 200
"1744" "hsa-miR-593-5p" 0 200
"1745" "hsa-miR-595" 0 200
"1746" "hsa-miR-596" 0 200
"1747" "hsa-miR-597" 0 200
"1748" "hsa-miR-598" 55 200
"1749" "hsa-miR-599" 0 200
"1750" "hsa-miR-600" 0 200
"1751" "hsa-miR-601" 0 200
"1752" "hsa-miR-602" 0 200
"1753" "hsa-miR-603" 0 200
"1754" "hsa-miR-604" 0 200
"1755" "hsa-miR-605" 0 200
"1756" "hsa-miR-606" 0 200
"1757" "hsa-miR-607" 6 200
"1758" "hsa-miR-608" 0 200
"1759" "hsa-miR-609" 0 200
"1760" "hsa-miR-610" 0 200
"1761" "hsa-miR-611" 0 200
"1762" "hsa-miR-612" 0 200
"1763" "hsa-miR-613" 0 200
"1764" "hsa-miR-614" 0 200
"1765" "hsa-miR-615-3p" 24 200
"1766" "hsa-miR-615-5p" 12 200
"1767" "hsa-miR-616-3p" 0 200
"1768" "hsa-miR-616-5p" 48 200
"1769" "hsa-miR-617" 0 200
"1770" "hsa-miR-618" 19 200
"1771" "hsa-miR-619" 0 200
"1772" "hsa-miR-620" 0 200
"1773" "hsa-miR-621" 0 200
"1774" "hsa-miR-622" 0 200
"1775" "hsa-miR-623" 0 200
"1776" "hsa-miR-624-3p" 7 200
"1777" "hsa-miR-624-5p" 60 200
"1778" "hsa-miR-625-3p" 47 200
"1779" "hsa-miR-625-5p" 55 200
"1780" "hsa-miR-626" 0 200
"1781" "hsa-miR-627" 54 200
"1782" "hsa-miR-628-3p" 59 200
"1783" "hsa-miR-628-5p" 51 200
"1784" "hsa-miR-629-3p" 11 200
"1785" "hsa-miR-629-5p" 54 200
"1786" "hsa-miR-630" 0 200
"1787" "hsa-miR-631" 0 200
"1788" "hsa-miR-632" 0 200
"1789" "hsa-miR-633" 0 200
"1790" "hsa-miR-634" 0 200
"1791" "hsa-miR-635" 0 200
"1792" "hsa-miR-636" 46 200
"1793" "hsa-miR-637" 0 200
"1794" "hsa-miR-638" 0 200
"1795" "hsa-miR-639" 0 200
"1796" "hsa-miR-640" 0 200
"1797" "hsa-miR-641" 57 200
"1798" "hsa-miR-642a-3p" 2 200
"1799" "hsa-miR-642a-5p" 27 200
"1800" "hsa-miR-642b-3p" 0 200
"1801" "hsa-miR-642b-5p" 0 200
"1802" "hsa-miR-643" 22 200
"1803" "hsa-miR-644a" 0 200
"1804" "hsa-miR-644b-3p" 23 200
"1805" "hsa-miR-644b-5p" 9 200
"1806" "hsa-miR-645" 0 200
"1807" "hsa-miR-646" 0 200
"1808" "hsa-miR-647" 0 200
"1809" "hsa-miR-648" 0 200
"1810" "hsa-miR-649" 0 200
"1811" "hsa-miR-650" 0 200
"1812" "hsa-miR-651" 60 200
"1813" "hsa-miR-652-3p" 64 200
"1814" "hsa-miR-652-5p" 46 200
"1815" "hsa-miR-653" 41 200
"1816" "hsa-miR-654-3p" 43 200
"1817" "hsa-miR-654-5p" 51 200
"1818" "hsa-miR-655" 2 200
"1819" "hsa-miR-656" 45 200
"1820" "hsa-miR-657" 0 200
"1821" "hsa-miR-658" 0 200
"1822" "hsa-miR-659-3p" 0 200
"1823" "hsa-miR-659-5p" 62 200
"1824" "hsa-miR-660-3p" 17 200
"1825" "hsa-miR-660-5p" 49 200
"1826" "hsa-miR-661" 0 200
"1827" "hsa-miR-662" 0 200
"1828" "hsa-miR-663a" 0 200
"1829" "hsa-miR-663b" 0 200
"1830" "hsa-miR-664-3p" 80 200
"1831" "hsa-miR-664-5p" 14 200
"1832" "hsa-miR-665" 1 200
"1833" "hsa-miR-668" 2 200
"1834" "hsa-miR-670" 0 200
"1835" "hsa-miR-671-3p" 56 200
"1836" "hsa-miR-671-5p" 68 200
"1837" "hsa-miR-675-3p" 79 200
"1838" "hsa-miR-675-5p" 25 200
"1839" "hsa-miR-676-3p" 18 200
"1840" "hsa-miR-676-5p" 0 200
"1841" "hsa-miR-708-3p" 45 200
"1842" "hsa-miR-708-5p" 68 200
"1843" "hsa-miR-711" 0 200
"1844" "hsa-miR-7-1-3p" 60 200
"1845" "hsa-miR-718" 0 200
"1846" "hsa-miR-720" 38 200
"1847" "hsa-miR-7-2-3p" 4 200
"1848" "hsa-miR-744-3p" 84 200
"1849" "hsa-miR-744-5p" 52 200
"1850" "hsa-miR-758" 66 200
"1851" "hsa-miR-759" 0 200
"1852" "hsa-miR-7-5p" 52 200
"1853" "hsa-miR-760" 5 200
"1854" "hsa-miR-761" 0 200
"1855" "hsa-miR-762" 0 200
"1856" "hsa-miR-764" 0 200
"1857" "hsa-miR-765" 0 200
"1858" "hsa-miR-766-3p" 66 200
"1859" "hsa-miR-766-5p" 0 200
"1860" "hsa-miR-767-3p" 0 200
"1861" "hsa-miR-767-5p" 0 200
"1862" "hsa-miR-769-3p" 15 200
"1863" "hsa-miR-769-5p" 46 200
"1864" "hsa-miR-770-5p" 0 200
"1865" "hsa-miR-802" 0 200
"1866" "hsa-miR-873-3p" 3 200
"1867" "hsa-miR-873-5p" 25 200
"1868" "hsa-miR-874" 96 200
"1869" "hsa-miR-875-3p" 0 200
"1870" "hsa-miR-875-5p" 0 200
"1871" "hsa-miR-876-3p" 0 200
"1872" "hsa-miR-876-5p" 0 200
"1873" "hsa-miR-877-3p" 0 200
"1874" "hsa-miR-877-5p" 65 200
"1875" "hsa-miR-885-3p" 0 200
"1876" "hsa-miR-885-5p" 0 200
"1877" "hsa-miR-887" 39 200
"1878" "hsa-miR-888-3p" 0 200
"1879" "hsa-miR-888-5p" 0 200
"1880" "hsa-miR-889" 37 200
"1881" "hsa-miR-890" 0 200
"1882" "hsa-miR-891a" 71 200
"1883" "hsa-miR-891b" 0 200
"1884" "hsa-miR-892a" 0 200
"1885" "hsa-miR-892b" 0 200
"1886" "hsa-miR-920" 0 200
"1887" "hsa-miR-921" 0 200
"1888" "hsa-miR-922" 0 200
"1889" "hsa-miR-924" 0 200
"1890" "hsa-miR-92a-1-5p" 9 200
"1891" "hsa-miR-92a-2-5p" 0 200
"1892" "hsa-miR-92a-3p" 54 200
"1893" "hsa-miR-92b-3p" 28 200
"1894" "hsa-miR-92b-5p" 4 200
"1895" "hsa-miR-933" 0 200
"1896" "hsa-miR-93-3p" 53 200
"1897" "hsa-miR-934" 0 200
"1898" "hsa-miR-935" 25 200
"1899" "hsa-miR-93-5p" 62 200
"1900" "hsa-miR-936" 0 200
"1901" "hsa-miR-937" 15 200
"1902" "hsa-miR-938" 0 200
"1903" "hsa-miR-939" 7 200
"1904" "hsa-miR-9-3p" 0 200
"1905" "hsa-miR-940" 38 200
"1906" "hsa-miR-941" 64 200
"1907" "hsa-miR-942" 57 200
"1908" "hsa-miR-943" 1 200
"1909" "hsa-miR-944" 2 200
"1910" "hsa-miR-95" 71 200
"1911" "hsa-miR-9-5p" 65 200
"1912" "hsa-miR-96-3p" 0 200
"1913" "hsa-miR-96-5p" 64 200
"1914" "hsa-miR-98" 49 200
"1915" "hsa-miR-99a-3p" 31 200
"1916" "hsa-miR-99a-5p" 87 200
"1917" "hsa-miR-99b-3p" 35 200
"1918" "hsa-miR-99b-5p" 33 200
