"miR" "melanoma" "sample_num"
"1318" "hsa-miR-4660" 0 57
"1319" "hsa-miR-29a-5p" 57 57
"1320" "hsa-miR-550b-3p" 0 57
"1321" "hsa-miR-619-3p" 0 57
"1322" "hsa-miR-140-5p" 57 57
"1323" "hsa-miR-6796-3p" 0 57
"1324" "hsa-miR-4669" 0 57
"1325" "hsa-miR-4672" 0 57
"1326" "hsa-miR-4673" 2 57
"1327" "hsa-miR-4674" 0 57
"1328" "hsa-miR-615-3p" 56 57
"1329" "hsa-miR-136-3p" 11 57
"1330" "hsa-miR-92a-3p" 57 57
"1331" "hsa-miR-21-3p" 57 57
"1332" "hsa-miR-6754-5p" 0 57
"1333" "hsa-miR-526b-3p" 4 57
"1334" "hsa-miR-107" 57 57
"1335" "hsa-miR-187-5p" 1 57
"1336" "hsa-miR-153-5p" 0 57
"1337" "hsa-miR-4679" 1 57
"1338" "hsa-miR-548aq-3p" 37 57
"1339" "hsa-miR-30d-3p" 57 57
"1340" "hsa-miR-4682" 1 57
"1341" "hsa-miR-4683" 0 57
"1342" "hsa-miR-4686" 0 57
"1343" "hsa-miR-196a-5p" 56 57
"1344" "hsa-miR-29a-3p" 57 57
"1345" "hsa-miR-1273h-5p" 11 57
"1346" "hsa-miR-190a-5p" 56 57
"1347" "hsa-miR-3064-5p" 2 57
"1348" "hsa-miR-4689" 14 57
"1349" "hsa-miR-4688" 2 57
"1350" "hsa-miR-507" 31 57
"1351" "hsa-miR-550b-2-5p" 0 57
"1352" "hsa-miR-149-5p" 56 57
"1353" "hsa-miR-526b-5p" 5 57
"1354" "hsa-miR-615-5p" 34 57
"1355" "hsa-miR-4698" 0 57
"1356" "hsa-miR-6871-5p" 0 57
"1357" "hsa-miR-3192-3p" 0 57
"1358" "hsa-miR-3171" 0 57
"1359" "hsa-miR-4690-5p" 0 57
"1360" "hsa-miR-6792-5p" 0 57
"1361" "hsa-miR-3170" 0 57
"1362" "hsa-miR-4712-3p" 0 57
"1363" "hsa-miR-3176" 57 57
"1364" "hsa-miR-3175" 0 57
"1365" "hsa-miR-3174" 19 57
"1366" "hsa-miR-3179" 0 57
"1367" "hsa-miR-6505-3p" 0 57
"1368" "hsa-miR-3178" 1 57
"1369" "hsa-miR-218-1-3p" 0 57
"1370" "hsa-miR-425-3p" 44 57
"1371" "hsa-miR-516b-5p" 8 57
"1372" "hsa-miR-196a-3p" 10 57
"1374" "hsa-miR-4782-5p" 0 57
"1375" "hsa-miR-6871-3p" 0 57
"1376" "hsa-miR-185-5p" 57 57
"1377" "hsa-miR-149-3p" 0 57
"1378" "hsa-miR-30d-5p" 57 57
"1379" "hsa-miR-3161" 10 57
"1380" "hsa-miR-3163" 1 57
"1381" "hsa-miR-3165" 0 57
"1382" "hsa-miR-3164" 0 57
"1383" "hsa-miR-3167" 1 57
"1384" "hsa-miR-3166" 17 57
"1385" "hsa-miR-3169" 0 57
"1386" "hsa-miR-6764-5p" 0 57
"1387" "hsa-miR-3168" 57 57
"1388" "hsa-miR-190a-3p" 0 57
"1389" "hsa-miR-3678-3p" 0 57
"1390" "hsa-miR-6721-5p" 1 57
"1391" "hsa-miR-30c-5p" 57 57
"1392" "hsa-miR-1537-3p" 2 57
"1393" "hsa-miR-4747-3p" 0 57
"1394" "hsa-miR-6847-5p" 4 57
"1395" "hsa-miR-6792-3p" 0 57
"1396" "hsa-miR-3192-5p" 0 57
"1397" "hsa-miR-3193" 0 57
"1398" "hsa-miR-3691-5p" 44 57
"1399" "hsa-miR-4690-3p" 1 57
"1400" "hsa-miR-6824-5p" 0 57
"1401" "hsa-miR-520g-3p" 5 57
"1402" "hsa-miR-3199" 2 57
"1403" "hsa-miR-3198" 0 57
"1404" "hsa-miR-3197" 1 57
"1405" "hsa-miR-425-5p" 57 57
"1406" "hsa-miR-3196" 49 57
"1407" "hsa-miR-6817-5p" 0 57
"1408" "hsa-miR-3195" 57 57
"1409" "hsa-miR-299-3p" 9 57
"1410" "hsa-miR-4474-5p" 0 57
"1411" "hsa-miR-1260a" 21 57
"1412" "hsa-miR-6814-3p" 5 57
"1413" "hsa-miR-1260b" 57 57
"1414" "hsa-miR-3691-3p" 2 57
"1415" "hsa-miR-548am-3p" 0 57
"1416" "hsa-miR-3181" 1 57
"1417" "hsa-miR-3180" 19 57
"1418" "hsa-miR-3183" 0 57
"1419" "hsa-miR-3182" 27 57
"1420" "hsa-miR-6724-5p" 47 57
"1421" "hsa-miR-3188" 11 57
"1422" "hsa-miR-6764-3p" 0 57
"1423" "hsa-miR-3185" 0 57
"1424" "hsa-miR-6511b-3p" 49 57
"1425" "hsa-miR-3125" 22 57
"1426" "hsa-miR-3122" 0 57
"1427" "hsa-miR-3123" 0 57
"1428" "hsa-miR-505-3p" 57 57
"1429" "hsa-miR-6874-3p" 0 57
"1430" "hsa-miR-20b-3p" 20 57
"1431" "hsa-miR-6742-5p" 0 57
"1432" "hsa-miR-487b-3p" 11 57
"1434" "hsa-miR-4474-3p" 1 57
"1435" "hsa-miR-486-3p" 4 57
"1436" "hsa-miR-5197-3p" 0 57
"1437" "hsa-miR-6814-5p" 0 57
"1438" "hsa-miR-92b-5p" 49 57
"1439" "hsa-miR-214-5p" 8 57
"1440" "hsa-miR-802" 0 57
"1441" "hsa-miR-1273g-3p" 57 57
"1442" "hsa-miR-3128" 2 57
"1443" "hsa-miR-302d-3p" 0 57
"1444" "hsa-miR-3133" 22 57
"1445" "hsa-miR-3134" 1 57
"1446" "hsa-miR-4655-5p" 0 57
"1447" "hsa-miR-3131" 0 57
"1448" "hsa-miR-374c-3p" 15 57
"1449" "hsa-miR-3132" 0 57
"1450" "hsa-miR-490-3p" 3 57
"1451" "hsa-miR-3664-5p" 0 57
"1452" "hsa-miR-3189-5p" 0 57
"1453" "hsa-miR-1247-3p" 1 57
"1454" "hsa-miR-382-5p" 8 57
"1455" "hsa-miR-18b-3p" 0 57
"1456" "hsa-miR-192-3p" 0 57
"1457" "hsa-miR-208b-3p" 2 57
"1458" "hsa-miR-3138" 6 57
"1459" "hsa-miR-3137" 0 57
"1460" "hsa-miR-3139" 0 57
"1461" "hsa-miR-3142" 4 57
"1462" "hsa-miR-3143" 1 57
"1463" "hsa-miR-505-5p" 3 57
"1464" "hsa-miR-3141" 2 57
"1465" "hsa-miR-3146" 0 57
"1466" "hsa-miR-3147" 1 57
"1467" "hsa-miR-20b-5p" 49 57
"1468" "hsa-miR-3917" 0 57
"1469" "hsa-miR-3918" 0 57
"1470" "hsa-miR-3915" 0 57
"1471" "hsa-miR-3916" 3 57
"1472" "hsa-miR-486-5p" 56 57
"1473" "hsa-miR-3919" 1 57
"1474" "hsa-miR-3910" 0 57
"1475" "hsa-miR-3689d" 0 57
"1476" "hsa-miR-6852-5p" 24 57
"1477" "hsa-miR-3149" 0 57
"1478" "hsa-miR-3148" 0 57
"1480" "hsa-miR-3914" 0 57
"1481" "hsa-miR-3911" 0 57
"1482" "hsa-miR-214-3p" 10 57
"1483" "hsa-miR-3689f" 3 57
"1484" "hsa-miR-3153" 0 57
"1485" "hsa-miR-4712-5p" 0 57
"1486" "hsa-miR-3154" 3 57
"1487" "hsa-miR-1179" 0 57
"1488" "hsa-miR-200b-3p" 43 57
"1489" "hsa-miR-3189-3p" 16 57
"1490" "hsa-miR-192-5p" 57 57
"1491" "hsa-miR-3907" 0 57
"1492" "hsa-miR-3908" 0 57
"1493" "hsa-miR-3909" 54 57
"1494" "hsa-miR-3135b" 1 57
"1495" "hsa-miR-3159" 15 57
"1496" "hsa-miR-3135a" 7 57
"1497" "hsa-miR-483-5p" 7 57
"1498" "hsa-miR-31-5p" 49 57
"1499" "hsa-miR-7158-3p" 0 57
"1500" "hsa-miR-3617-3p" 0 57
"1501" "hsa-miR-542-5p" 32 57
"1502" "hsa-miR-3936" 0 57
"1503" "hsa-miR-3180-5p" 26 57
"1504" "hsa-miR-3935" 19 57
"1505" "hsa-miR-6734-3p" 0 57
"1506" "hsa-miR-1181" 0 57
"1507" "hsa-miR-1273h-3p" 5 57
"1508" "hsa-miR-3925-5p" 0 57
"1509" "hsa-miR-330-5p" 57 57
"1510" "hsa-miR-1182" 0 57
"1511" "hsa-miR-3939" 1 57
"1512" "hsa-miR-2681-5p" 1 57
"1513" "hsa-miR-1184" 0 57
"1514" "hsa-miR-3938" 1 57
"1515" "hsa-miR-3937" 1 57
"1516" "hsa-miR-196b-3p" 5 57
"1517" "hsa-miR-676-5p" 0 57
"1518" "hsa-miR-181b-3p" 55 57
"1519" "hsa-miR-200b-5p" 5 57
"1520" "hsa-miR-3923" 1 57
"1521" "hsa-miR-4697-3p" 1 57
"1522" "hsa-miR-4691-5p" 0 57
"1523" "hsa-miR-3924" 0 57
"1524" "hsa-miR-3921" 0 57
"1525" "hsa-miR-3920" 0 57
"1526" "hsa-miR-1587" 0 57
"1527" "hsa-miR-1197" 1 57
"1528" "hsa-miR-3926" 0 57
"1529" "hsa-miR-548b-3p" 0 57
"1530" "hsa-miR-1193" 0 57
"1531" "hsa-miR-3929" 6 57
"1532" "hsa-miR-409-5p" 15 57
"1533" "hsa-miR-31-3p" 16 57
"1534" "hsa-miR-4793-3p" 0 57
"1535" "hsa-miR-1304-5p" 10 57
"1536" "hsa-miR-487b-5p" 0 57
"1537" "hsa-miR-6796-5p" 0 57
"1538" "hsa-miR-6753-5p" 0 57
"1539" "hsa-miR-542-3p" 56 57
"1540" "hsa-miR-3160-3p" 0 57
"1541" "hsa-miR-7158-5p" 0 57
"1542" "hsa-miR-503-3p" 4 57
"1543" "hsa-miR-330-3p" 57 57
"1544" "hsa-miR-1273g-5p" 0 57
"1545" "hsa-miR-302d-5p" 0 57
"1546" "hsa-miR-6734-5p" 3 57
"1547" "hsa-miR-92b-3p" 57 57
"1548" "hsa-miR-548ay-3p" 11 57
"1549" "hsa-miR-6868-5p" 0 57
"1550" "hsa-miR-5197-5p" 0 57
"1551" "hsa-miR-4797-3p" 12 57
"1552" "hsa-miR-373-5p" 0 57
"1553" "hsa-miR-3925-3p" 0 57
"1554" "hsa-miR-181b-5p" 57 57
"1555" "hsa-miR-3664-3p" 0 57
"1556" "hsa-miR-4763-3p" 0 57
"1557" "hsa-miR-490-5p" 1 57
"1558" "hsa-miR-1247-5p" 1 57
"1559" "hsa-miR-4655-3p" 0 57
"1560" "hsa-miR-3941" 0 57
"1561" "hsa-miR-3115" 0 57
"1562" "hsa-miR-3116" 0 57
"1563" "hsa-miR-3943" 0 57
"1564" "hsa-miR-503-5p" 55 57
"1565" "hsa-miR-3118" 10 57
"1566" "hsa-miR-3945" 0 57
"1567" "hsa-miR-4691-3p" 0 57
"1568" "hsa-miR-3119" 0 57
"1569" "hsa-miR-3663-3p" 4 57
"1570" "hsa-miR-409-3p" 17 57
"1571" "hsa-miR-548b-5p" 11 57
"1572" "hsa-miR-18b-5p" 39 57
"1573" "hsa-miR-127-3p" 51 57
"1574" "hsa-miR-4731-5p" 8 57
"1575" "hsa-miR-3158-5p" 0 57
"1576" "hsa-miR-6805-5p" 3 57
"1577" "hsa-miR-379-3p" 8 57
"1578" "hsa-miR-4667-3p" 0 57
"1579" "hsa-miR-6516-3p" 15 57
"1580" "hsa-miR-6868-3p" 13 57
"1581" "hsa-miR-4750-5p" 0 57
"1582" "hsa-miR-6748-3p" 0 57
"1583" "hsa-miR-6723-5p" 25 57
"1584" "hsa-miR-323a-5p" 0 57
"1585" "hsa-miR-6753-3p" 0 57
"1586" "hsa-miR-4254" 0 57
"1587" "hsa-miR-1225-5p" 0 57
"1588" "hsa-miR-744-3p" 34 57
"1589" "hsa-miR-548j-3p" 10 57
"1590" "hsa-miR-4255" 0 57
"1591" "hsa-miR-340-5p" 57 57
"1592" "hsa-miR-1304-3p" 57 57
"1593" "hsa-miR-4722-3p" 0 57
"1594" "hsa-miR-4776-5p" 0 57
"1595" "hsa-miR-5187-5p" 0 57
"1596" "hsa-miR-890" 0 57
"1597" "hsa-miR-1277-3p" 0 57
"1598" "hsa-miR-4265" 0 57
"1599" "hsa-miR-6730-3p" 0 57
"1600" "hsa-miR-125b-1-3p" 51 57
"1601" "hsa-miR-452-5p" 17 57
"1602" "hsa-miR-6769a-5p" 0 57
"1603" "hsa-miR-6839-5p" 0 57
"1604" "hsa-miR-22-5p" 54 57
"1605" "hsa-miR-1252-5p" 2 57
"1606" "hsa-miR-1245b-3p" 0 57
"1607" "hsa-miR-5581-3p" 1 57
"1608" "hsa-miR-6805-3p" 1 57
"1609" "hsa-miR-2681-3p" 1 57
"1610" "hsa-miR-6516-5p" 15 57
"1611" "hsa-miR-379-5p" 7 57
"1612" "hsa-miR-148a-5p" 56 57
"1613" "hsa-miR-3158-3p" 53 57
"1614" "hsa-miR-4731-3p" 4 57
"1615" "hsa-miR-127-5p" 9 57
"1616" "hsa-miR-3180-3p" 40 57
"1617" "hsa-miR-4750-3p" 0 57
"1618" "hsa-miR-6748-5p" 0 57
"1619" "hsa-miR-4667-5p" 0 57
"1620" "hsa-miR-4520a-3p" 0 57
"1621" "hsa-miR-548j-5p" 13 57
"1623" "hsa-miR-2861" 0 57
"1624" "hsa-miR-4273" 0 57
"1625" "hsa-miR-323a-3p" 8 57
"1626" "hsa-miR-1225-3p" 0 57
"1627" "hsa-miR-340-3p" 56 57
"1628" "hsa-miR-339-3p" 57 57
"1629" "hsa-miR-5580-3p" 1 57
"1630" "hsa-miR-744-5p" 57 57
"1631" "hsa-miR-6795-3p" 0 57
"1632" "hsa-miR-362-5p" 56 57
"1633" "hsa-miR-24-2-5p" 50 57
"1634" "hsa-miR-433-5p" 2 57
"1635" "hsa-miR-196b-5p" 42 57
"1636" "hsa-miR-4288" 0 57
"1637" "hsa-miR-6730-5p" 0 57
"1638" "hsa-miR-1245b-5p" 0 57
"1639" "hsa-miR-4286" 10 57
"1640" "hsa-miR-4284" 0 57
"1641" "hsa-miR-5581-5p" 0 57
"1642" "hsa-miR-22-3p" 57 57
"1643" "hsa-miR-1252-3p" 0 57
"1644" "hsa-miR-4280" 0 57
"1645" "hsa-miR-676-3p" 12 57
"1646" "hsa-miR-6769a-3p" 0 57
"1647" "hsa-miR-19a-3p" 57 57
"1648" "hsa-miR-455-3p" 49 57
"1649" "hsa-miR-1911-3p" 0 57
"1650" "hsa-miR-3191-5p" 0 57
"1651" "hsa-miR-548f-5p" 0 57
"1652" "hsa-miR-7849-3p" 0 57
"1653" "hsa-miR-1343-3p" 48 57
"1654" "hsa-miR-148a-3p" 57 57
"1655" "hsa-miR-515-5p" 6 57
"1656" "hsa-miR-378a-5p" 54 57
"1657" "hsa-miR-6842-5p" 0 57
"1658" "hsa-miR-4296" 0 57
"1659" "hsa-miR-4298" 0 57
"1660" "hsa-miR-4728-3p" 21 57
"1661" "hsa-miR-484" 57 57
"1662" "hsa-miR-4757-5p" 0 57
"1663" "hsa-miR-6765-5p" 0 57
"1664" "hsa-miR-495-3p" 7 57
"1665" "hsa-miR-891b" 0 57
"1666" "hsa-miR-203a" 19 57
"1667" "hsa-miR-892a" 0 57
"1668" "hsa-miR-892b" 0 57
"1669" "hsa-miR-5007-3p" 0 57
"1671" "hsa-miR-7846-3p" 0 57
"1672" "hsa-miR-4666a-5p" 0 57
"1673" "hsa-miR-433-3p" 5 57
"1674" "hsa-miR-498" 5 57
"1675" "hsa-miR-412-5p" 2 57
"1676" "hsa-miR-4482-3p" 4 57
"1677" "hsa-miR-496" 3 57
"1678" "hsa-miR-4768-3p" 0 57
"1679" "hsa-miR-6718-5p" 0 57
"1680" "hsa-miR-455-5p" 51 57
"1681" "hsa-miR-19a-5p" 7 57
"1682" "hsa-miR-548f-3p" 25 57
"1683" "hsa-miR-1911-5p" 0 57
"1684" "hsa-miR-3191-3p" 0 57
"1685" "hsa-miR-5001-3p" 38 57
"1686" "hsa-miR-4776-3p" 0 57
"1687" "hsa-miR-6742-3p" 0 57
"1688" "hsa-miR-6842-3p" 14 57
"1689" "hsa-miR-378a-3p" 57 57
"1690" "hsa-miR-1343-5p" 0 57
"1691" "hsa-miR-515-3p" 1 57
"1692" "hsa-miR-4728-5p" 0 57
"1693" "hsa-miR-6874-5p" 0 57
"1694" "hsa-miR-4722-5p" 0 57
"1695" "hsa-miR-495-5p" 0 57
"1696" "hsa-miR-6765-3p" 0 57
"1697" "hsa-miR-382-3p" 3 57
"1698" "hsa-miR-5001-5p" 4 57
"1699" "hsa-miR-5007-5p" 0 57
"1700" "hsa-miR-4768-5p" 2 57
"1701" "hsa-miR-412-3p" 0 57
"1702" "hsa-miR-4482-5p" 0 57
"1703" "hsa-miR-659-3p" 0 57
"1704" "hsa-miR-3942-5p" 25 57
"1705" "hsa-miR-211-3p" 34 57
"1706" "hsa-miR-5689" 7 57
"1707" "hsa-miR-625-5p" 41 57
"1708" "hsa-miR-5680" 0 57
"1709" "hsa-miR-1468-5p" 30 57
"1710" "hsa-miR-5684" 52 57
"1711" "hsa-miR-7515" 0 57
"1712" "hsa-miR-5683" 15 57
"1713" "hsa-miR-5682" 0 57
"1714" "hsa-miR-5688" 0 57
"1715" "hsa-miR-5687" 0 57
"1716" "hsa-miR-3150b-5p" 0 57
"1717" "hsa-miR-548av-5p" 1 57
"1718" "hsa-miR-6809-3p" 0 57
"1719" "hsa-miR-6504-5p" 0 57
"1720" "hsa-miR-466" 0 57
"1721" "hsa-miR-4653-3p" 0 57
"1722" "hsa-miR-4713-5p" 0 57
"1723" "hsa-miR-3151-3p" 20 57
"1724" "hsa-miR-6741-5p" 0 57
"1725" "hsa-miR-133a-5p" 1 57
"1726" "hsa-miR-5691" 2 57
"1727" "hsa-miR-616-5p" 53 57
"1728" "hsa-miR-5690" 1 57
"1729" "hsa-miR-5693" 0 57
"1730" "hsa-miR-5695" 6 57
"1731" "hsa-miR-5694" 0 57
"1732" "hsa-miR-770-5p" 2 57
"1733" "hsa-miR-5697" 0 57
"1734" "hsa-miR-5696" 4 57
"1735" "hsa-miR-5698" 0 57
"1736" "hsa-miR-6894-3p" 11 57
"1737" "hsa-miR-655-5p" 0 57
"1738" "hsa-miR-194-5p" 53 57
"1739" "hsa-miR-6766-3p" 0 57
"1740" "hsa-miR-1287-5p" 40 57
"1741" "hsa-miR-6780a-3p" 0 57
"1742" "hsa-miR-671-5p" 57 57
"1743" "hsa-miR-1468-3p" 0 57
"1744" "hsa-miR-5006-5p" 0 57
"1745" "hsa-miR-6838-3p" 0 57
"1746" "hsa-miR-424-5p" 57 57
"1747" "hsa-miR-4756-3p" 0 57
"1748" "hsa-miR-448" 1 57
"1749" "hsa-miR-4653-5p" 8 57
"1750" "hsa-miR-3151-5p" 2 57
"1751" "hsa-miR-7843-3p" 0 57
"1752" "hsa-miR-7160-3p" 0 57
"1753" "hsa-miR-616-3p" 1 57
"1754" "hsa-miR-4716-3p" 0 57
"1755" "hsa-miR-6741-3p" 18 57
"1756" "hsa-miR-4723-3p" 0 57
"1757" "hsa-miR-133a-3p" 16 57
"1758" "hsa-miR-6809-5p" 0 57
"1759" "hsa-miR-6751-3p" 0 57
"1760" "hsa-miR-99a-3p" 23 57
"1761" "hsa-miR-4709-5p" 1 57
"1762" "hsa-miR-124-3p" 2 57
"1763" "hsa-miR-6766-5p" 0 57
"1764" "hsa-miR-1287-3p" 0 57
"1765" "hsa-miR-4512" 1 57
"1766" "hsa-miR-655-3p" 3 57
"1767" "hsa-miR-3677-3p" 48 57
"1768" "hsa-miR-4515" 2 57
"1769" "hsa-miR-4516" 41 57
"1770" "hsa-miR-7112-3p" 0 57
"1771" "hsa-miR-4517" 4 57
"1772" "hsa-miR-4518" 0 57
"1773" "hsa-miR-4519" 0 57
"1774" "hsa-miR-1271-3p" 2 57
"1775" "hsa-miR-197-5p" 33 57
"1776" "hsa-miR-6876-3p" 0 57
"1777" "hsa-miR-6861-3p" 0 57
"1778" "hsa-miR-1277-5p" 50 57
"1779" "hsa-miR-4511" 6 57
"1780" "hsa-miR-4510" 1 57
"1781" "hsa-miR-4665-5p" 1 57
"1782" "hsa-miR-218-5p" 42 57
"1783" "hsa-miR-424-3p" 57 57
"1784" "hsa-miR-664a-5p" 49 57
"1785" "hsa-miR-1185-5p" 5 57
"1786" "hsa-miR-6838-5p" 0 57
"1787" "hsa-miR-6500-5p" 0 57
"1788" "hsa-miR-4756-5p" 0 57
"1789" "hsa-miR-181c-5p" 57 57
"1790" "hsa-miR-4662a-3p" 0 57
"1791" "hsa-miR-421" 57 57
"1792" "hsa-miR-548g-3p" 11 57
"1793" "hsa-miR-3126-3p" 0 57
"1794" "hsa-miR-451a" 0 57
"1795" "hsa-miR-331-3p" 57 57
"1796" "hsa-miR-4525" 0 57
"1797" "hsa-miR-4526" 0 57
"1798" "hsa-miR-429" 6 57
"1799" "hsa-miR-4523" 3 57
"1800" "hsa-miR-1271-5p" 50 57
"1801" "hsa-miR-4527" 0 57
"1802" "hsa-miR-4528" 0 57
"1803" "hsa-miR-7112-5p" 0 57
"1804" "hsa-miR-6846-3p" 0 57
"1805" "hsa-miR-4522" 0 57
"1806" "hsa-miR-4521" 52 57
"1807" "hsa-miR-92a-2-5p" 0 57
"1808" "hsa-miR-4716-5p" 0 57
"1809" "hsa-let-7f-5p" 57 57
"1810" "hsa-miR-3942-3p" 0 57
"1811" "hsa-miR-6751-5p" 0 57
"1812" "hsa-miR-99a-5p" 56 57
"1813" "hsa-miR-3927-5p" 0 57
"1814" "hsa-miR-211-5p" 55 57
"1815" "hsa-miR-6861-5p" 0 57
"1816" "hsa-miR-362-3p" 45 57
"1817" "hsa-miR-6876-5p" 0 57
"1818" "hsa-miR-339-5p" 57 57
"1819" "hsa-miR-197-3p" 57 57
"1820" "hsa-miR-181c-3p" 54 57
"1821" "hsa-miR-4709-3p" 0 57
"1822" "hsa-miR-5580-5p" 0 57
"1823" "hsa-miR-331-5p" 47 57
"1824" "hsa-miR-4662a-5p" 8 57
"1825" "hsa-miR-4713-3p" 0 57
"1826" "hsa-miR-6779-5p" 0 57
"1827" "hsa-miR-4507" 0 57
"1828" "hsa-miR-200c-5p" 0 57
"1829" "hsa-miR-4508" 21 57
"1830" "hsa-miR-4505" 0 57
"1831" "hsa-miR-4506" 0 57
"1832" "hsa-miR-4503" 0 57
"1833" "hsa-miR-3150b-3p" 13 57
"1834" "hsa-miR-4504" 0 57
"1835" "hsa-miR-4501" 0 57
"1836" "hsa-miR-4502" 1 57
"1837" "hsa-miR-4500" 0 57
"1838" "hsa-miR-6846-5p" 0 57
"1839" "hsa-miR-4659a-5p" 0 57
"1840" "hsa-miR-218-2-3p" 1 57
"1841" "hsa-miR-302a-5p" 3 57
"1842" "hsa-miR-628-3p" 53 57
"1843" "hsa-miR-1226-3p" 54 57
"1844" "hsa-miR-193b-3p" 57 57
"1845" "hsa-miR-10a-3p" 49 57
"1846" "hsa-miR-29c-5p" 32 57
"1847" "hsa-miR-5004-5p" 0 57
"1848" "hsa-miR-509-3-5p" 41 57
"1849" "hsa-miR-6763-5p" 0 57
"1850" "hsa-miR-449b-5p" 25 57
"1851" "hsa-miR-2277-3p" 7 57
"1852" "hsa-miR-1236-3p" 0 57
"1853" "hsa-miR-6826-3p" 0 57
"1854" "hsa-miR-328-3p" 57 57
"1855" "hsa-miR-3663-5p" 0 57
"1856" "hsa-miR-6500-3p" 8 57
"1857" "hsa-miR-451b" 0 57
"1858" "hsa-miR-4659a-3p" 1 57
"1859" "hsa-miR-1273a" 0 57
"1860" "hsa-miR-1273d" 24 57
"1861" "hsa-miR-4532" 57 57
"1862" "hsa-miR-1273c" 3 57
"1863" "hsa-miR-766-5p" 0 57
"1864" "hsa-miR-1273f" 0 57
"1865" "hsa-miR-1273e" 28 57
"1866" "hsa-miR-4531" 0 57
"1867" "hsa-miR-6804-3p" 0 57
"1868" "hsa-miR-155-5p" 35 57
"1869" "hsa-miR-4539" 0 57
"1870" "hsa-miR-4538" 0 57
"1871" "hsa-miR-4537" 0 57
"1872" "hsa-miR-4789-3p" 0 57
"1873" "hsa-miR-519b-3p" 4 57
"1874" "hsa-miR-3677-5p" 0 57
"1875" "hsa-miR-10a-5p" 57 57
"1876" "hsa-miR-7161-3p" 0 57
"1877" "hsa-miR-3960" 57 57
"1878" "hsa-miR-1226-5p" 19 57
"1879" "hsa-miR-5004-3p" 0 57
"1880" "hsa-miR-4772-5p" 0 57
"1881" "hsa-let-7c-5p" 57 57
"1882" "hsa-miR-2277-5p" 56 57
"1883" "hsa-miR-328-5p" 1 57
"1884" "hsa-miR-6826-5p" 0 57
"1885" "hsa-miR-7155-3p" 1 57
"1886" "hsa-miR-668-3p" 3 57
"1887" "hsa-miR-1236-5p" 0 57
"1888" "hsa-miR-3160-5p" 0 57
"1889" "hsa-miR-6858-5p" 0 57
"1890" "hsa-miR-6804-5p" 0 57
"1891" "hsa-miR-512-5p" 4 57
"1892" "hsa-miR-6798-3p" 19 57
"1893" "hsa-miR-6791-3p" 1 57
"1894" "hsa-miR-3155b" 0 57
"1895" "hsa-miR-5006-3p" 1 57
"1896" "hsa-miR-3155a" 2 57
"1897" "hsa-miR-598-3p" 50 57
"1898" "hsa-miR-4799-5p" 0 57
"1899" "hsa-miR-6762-3p" 0 57
"1900" "hsa-miR-6785-3p" 0 57
"1901" "hsa-miR-4781-3p" 16 57
"1902" "hsa-miR-96-5p" 35 57
"1903" "hsa-miR-155-3p" 1 57
"1904" "hsa-miR-4746-3p" 0 57
"1905" "hsa-miR-671-3p" 57 57
"1906" "hsa-miR-7160-5p" 0 57
"1907" "hsa-let-7c-3p" 4 57
"1908" "hsa-miR-1538" 28 57
"1909" "hsa-miR-4677-3p" 56 57
"1910" "hsa-miR-6815-5p" 1 57
"1911" "hsa-miR-1910-5p" 36 57
"1912" "hsa-miR-6858-3p" 2 57
"1913" "hsa-miR-1295b-3p" 0 57
"1914" "hsa-miR-548ax" 0 57
"1915" "hsa-miR-6864-5p" 0 57
"1916" "hsa-miR-548aw" 0 57
"1917" "hsa-miR-520a-5p" 5 57
"1918" "hsa-miR-302c-3p" 0 57
"1919" "hsa-miR-151b" 45 57
"1920" "hsa-miR-548ba" 3 57
"1921" "hsa-miR-548h-5p" 41 57
"1922" "hsa-miR-302a-3p" 0 57
"1923" "hsa-miR-512-3p" 8 57
"1924" "hsa-miR-548ag" 1 57
"1925" "hsa-miR-548ak" 0 57
"1926" "hsa-miR-548al" 16 57
"1927" "hsa-miR-548an" 0 57
"1928" "hsa-miR-6798-5p" 0 57
"1929" "hsa-let-7a-2-3p" 18 57
"1930" "hsa-miR-6791-5p" 0 57
"1931" "hsa-miR-6499-5p" 1 57
"1932" "hsa-miR-7856-5p" 0 57
"1933" "hsa-miR-518e-3p" 4 57
"1934" "hsa-miR-193b-5p" 37 57
"1935" "hsa-miR-4778-3p" 0 57
"1936" "hsa-miR-625-3p" 56 57
"1937" "hsa-miR-6790-3p" 0 57
"1938" "hsa-miR-548ac" 2 57
"1939" "hsa-miR-659-5p" 37 57
"1940" "hsa-miR-548ab" 0 57
"1941" "hsa-miR-548ae" 1 57
"1942" "hsa-miR-4799-3p" 0 57
"1943" "hsa-miR-6785-5p" 0 57
"1944" "hsa-miR-548ad" 1 57
"1945" "hsa-miR-4781-5p" 0 57
"1946" "hsa-miR-6763-3p" 0 57
"1947" "hsa-miR-548o-3p" 52 57
"1948" "hsa-miR-4738-3p" 10 57
"1949" "hsa-miR-1910-3p" 1 57
"1950" "hsa-miR-6877-5p" 0 57
"1951" "hsa-miR-4677-5p" 3 57
"1952" "hsa-miR-6815-3p" 0 57
"1953" "hsa-miR-302c-5p" 0 57
"1954" "hsa-miR-520a-3p" 5 57
"1955" "hsa-miR-5587-3p" 0 57
"1956" "hsa-miR-4685-3p" 33 57
"1957" "hsa-miR-6869-3p" 0 57
"1958" "hsa-miR-432-3p" 0 57
